Date_time,No.of Black_listed_IPs
2017-05-31_0315,20682
2017-05-31_0330,20682
2017-05-31_0345,20682
2017-05-31_0400,20682
2017-05-31_0415,20682
2017-05-31_0430,20682
2017-05-31_0445,20682
2017-05-31_0515,20678
2017-05-31_0530,20678
2017-05-31_0545,20678
2017-05-31_0600,20678
2017-05-31_0615,20678
2017-05-31_0630,20678
2017-05-31_0645,20678
2017-05-31_0700,20678
2017-05-31_0715,20681
2017-05-31_0730,20681
2017-05-31_0745,20681
2017-05-31_0800,20681
2017-05-31_0815,20681
2017-05-31_0830,20681
2017-05-31_0845,20681
2017-05-31_0900,20681
2017-05-31_0915,20679
2017-05-31_0930,20679
2017-05-31_0945,20679
2017-05-31_1000,20679
2017-05-31_1015,20679
2017-05-31_1030,20679
2017-05-31_1045,20679
2017-05-31_1100,20679
2017-05-31_1115,20677
2017-05-31_1130,20677
2017-05-31_1145,20677
2017-05-31_1200,20677
2017-05-31_1215,20677
2017-05-31_1230,20677
2017-05-31_1245,20677
2017-05-31_1300,20677
2017-05-31_1315,20679
2017-05-31_1330,20679
2017-05-31_1345,20679
2017-05-31_1400,20679
2017-05-31_1415,20679
2017-05-31_1430,20679
2017-05-31_1445,20679
2017-05-31_1500,20679
2017-05-31_1515,20677
2017-05-31_1530,20677
2017-05-31_1545,20677
2017-05-31_1600,20677
2017-05-31_1615,20677
2017-05-31_1630,20677
2017-05-31_1645,20677
2017-05-31_1700,20676
2017-05-31_1715,20677
2017-05-31_1730,20677
2017-05-31_1745,19949
2017-05-31_1800,21363
2017-05-31_1815,21363
2017-05-31_1830,21363
2017-05-31_1845,21363
2017-05-31_1900,21363
2017-05-31_1915,21356
2017-05-31_1930,21356
2017-05-31_1945,21356
2017-05-31_2000,21356
2017-05-31_2015,21356
2017-05-31_2030,21356
2017-05-31_2045,21355
2017-05-31_2100,21355
2017-05-31_2115,21353
2017-05-31_2130,21353
2017-05-31_2145,21353
2017-05-31_2200,21353
2017-05-31_2215,21353
2017-05-31_2230,21353
2017-05-31_2245,21353
2017-05-31_2301,21353
2017-05-31_2315,21358
2017-05-31_2330,21358
2017-05-31_2345,21358
2017-06-01_0000,21358
2017-06-01_0015,21358
2017-06-01_0030,21358
2017-06-01_0045,21358
2017-06-01_0100,21358
2017-06-01_0115,21362
2017-06-01_0130,21362
2017-06-01_0145,21362
2017-06-01_0200,21362
2017-06-01_0215,21362
2017-06-01_0230,21362
2017-06-01_0245,21362
2017-06-01_0300,21362
2017-06-01_0315,21373
2017-06-01_0330,21373
2017-06-01_0345,21373
2017-06-01_0400,21373
2017-06-01_0415,21373
2017-06-01_0430,21373
2017-06-01_0445,21373
2017-06-01_0500,21373
2017-06-01_0515,21370
2017-06-01_0530,21370
2017-06-01_0545,21370
2017-06-01_0600,21370
2017-06-01_0615,21370
2017-06-01_0630,21370
2017-06-01_0645,21370
2017-06-01_0700,21370
2017-06-01_0715,21377
2017-06-01_0730,21377
2017-06-01_0745,21377
2017-06-01_0800,21377
2017-06-01_0815,21377
2017-06-01_0830,21377
2017-06-01_0845,21377
2017-06-01_0900,21377
2017-06-01_0915,21377
2017-06-01_0930,21377
2017-06-01_0945,21377
2017-06-01_1000,21377
2017-06-01_1015,21377
2017-06-01_1030,21377
2017-06-01_1045,21377
2017-06-01_1100,21377
2017-06-01_1115,21379
2017-06-01_1130,21379
2017-06-01_1145,21379
2017-06-01_1200,21379
2017-06-01_1215,21379
2017-06-01_1230,21379
2017-06-01_1245,21379
2017-06-01_1300,21379
2017-06-01_1315,21376
2017-06-01_1330,21376
2017-06-01_1345,21376
2017-06-01_1400,21376
2017-06-01_1415,21376
2017-06-01_1430,21376
2017-06-01_1445,21376
2017-06-01_1500,21376
2017-06-01_1515,21375
2017-06-01_1530,21371
2017-06-01_1545,21371
2017-06-01_1600,21371
2017-06-01_1616,21372
2017-06-01_1630,21372
2017-06-01_1645,21348
2017-06-01_1700,21348
2017-06-01_1715,21922
2017-06-01_1730,21922
2017-06-01_1745,21368
2017-06-01_1800,21368
2017-06-01_1815,21369
2017-06-01_1830,21369
2017-06-01_1845,21367
2017-06-01_1900,21367
2017-06-01_1915,21370
2017-06-01_1930,21370
2017-06-01_1945,21370
2017-06-01_2000,21370
2017-06-01_2015,21370
2017-06-01_2030,21370
2017-06-01_2045,21370
2017-06-01_2100,21370
2017-06-01_2115,21368
2017-06-01_2130,21368
2017-06-01_2145,21368
2017-06-01_2200,21368
2017-06-01_2215,21368
2017-06-01_2230,21368
2017-06-01_2245,21368
2017-06-01_2300,21368
2017-06-01_2315,21373
2017-06-01_2330,21373
2017-06-01_2345,21373
2017-06-02_0000,21373
2017-06-02_0015,21373
2017-06-02_0030,21373
2017-06-02_0045,21373
2017-06-02_0100,21373
2017-06-02_0115,21377
2017-06-02_0130,21377
2017-06-02_0145,21377
2017-06-02_0200,21377
2017-06-02_0215,21377
2017-06-02_0230,21377
2017-06-02_0245,21377
2017-06-02_0300,21377
2017-06-02_0315,21371
2017-06-02_0330,21371
2017-06-02_0345,21371
2017-06-02_0400,21371
2017-06-02_0415,21371
2017-06-02_0430,21371
2017-06-02_0445,21371
2017-06-02_0500,21371
2017-06-02_0515,21369
2017-06-02_0530,21369
2017-06-02_0545,21369
2017-06-02_0600,21369
2017-06-02_0615,21369
2017-06-02_0630,21369
2017-06-02_0645,21369
2017-06-02_0700,21369
2017-06-02_0715,21370
2017-06-02_0730,21370
2017-06-02_0745,21370
2017-06-02_0800,21370
2017-06-02_0815,21370
2017-06-02_0830,21370
2017-06-02_0845,21370
2017-06-02_0900,21370
2017-06-02_0915,21373
2017-06-02_0930,21373
2017-06-02_0945,21373
2017-06-02_1000,21373
2017-06-02_1015,21373
2017-06-02_1030,21373
2017-06-02_1045,21373
2017-06-02_1100,21374
2017-06-02_1115,21360
2017-06-02_1130,21360
2017-06-02_1145,21360
2017-06-02_1200,21360
2017-06-02_1215,21360
2017-06-02_1230,21360
2017-06-02_1245,21360
2017-06-02_1300,21360
2017-06-02_1315,21357
2017-06-02_1330,21357
2017-06-02_1345,21357
2017-06-02_1400,21357
2017-06-02_1415,21357
2017-06-02_1430,21357
2017-06-02_1445,21357
2017-06-02_1500,21357
2017-06-02_1515,21362
2017-06-02_1530,21362
2017-06-02_1545,21362
2017-06-02_1600,21362
2017-06-02_1615,21363
2017-06-02_1630,21363
2017-06-02_1645,21363
2017-06-02_1700,21363
2017-06-02_1715,21360
2017-06-02_1730,21360
2017-06-02_1745,21360
2017-06-02_1800,21360
2017-06-02_1815,21360
2017-06-02_1830,21360
2017-06-02_1845,21360
2017-06-02_1900,21360
2017-06-02_1915,21360
2017-06-02_1930,21360
2017-06-02_1945,21360
2017-06-02_2000,21360
2017-06-02_2015,21360
2017-06-02_2030,21360
2017-06-02_2045,21360
2017-06-02_2100,21360
2017-06-02_2115,21368
2017-06-02_2130,21368
2017-06-02_2145,21368
2017-06-02_2200,21368
2017-06-02_2215,21368
2017-06-02_2230,21368
2017-06-02_2245,21368
2017-06-02_2301,21368
2017-06-02_2315,21364
2017-06-02_2330,21364
2017-06-02_2345,21364
2017-06-03_0000,21364
2017-06-03_0015,21364
2017-06-03_0030,20837
2017-06-03_0045,20837
2017-06-03_0100,20837
2017-06-03_0115,20839
2017-06-03_0130,20837
2017-06-03_0145,20837
2017-06-03_0200,20837
2017-06-03_0215,20836
2017-06-03_0230,20836
2017-06-03_0245,20836
2017-06-03_0300,20836
2017-06-03_0315,20836
2017-06-03_0330,20835
2017-06-03_0345,20835
2017-06-03_0400,20835
2017-06-03_0415,20835
2017-06-03_0430,20835
2017-06-03_0445,20835
2017-06-03_0500,20835
2017-06-03_0515,20835
2017-06-03_0530,20835
2017-06-03_0545,20835
2017-06-03_0600,20835
2017-06-03_0615,20835
2017-06-03_0630,20835
2017-06-03_0645,20835
2017-06-03_0700,20835
2017-06-03_0715,20829
2017-06-03_0730,20829
2017-06-03_0745,20829
2017-06-03_0800,20829
2017-06-03_0815,20829
2017-06-03_0830,20829
2017-06-03_0845,20829
2017-06-03_0900,20829
2017-06-03_0915,20829
2017-06-03_0930,20829
2017-06-03_0945,20829
2017-06-03_1000,20829
2017-06-03_1015,20829
2017-06-03_1030,20829
2017-06-03_1045,20829
2017-06-03_1100,20829
2017-06-03_1115,20829
2017-06-03_1130,20829
2017-06-03_1145,20829
2017-06-03_1200,20829
2017-06-03_1215,20830
2017-06-03_1230,20830
2017-06-03_1245,20830
2017-06-03_1300,20830
2017-06-03_1315,20831
2017-06-03_1330,20831
2017-06-03_1345,20831
2017-06-03_1400,20831
2017-06-03_1415,20831
2017-06-03_1430,20831
2017-06-03_1445,20831
2017-06-03_1500,20831
2017-06-03_1515,20827
2017-06-03_1530,20827
2017-06-03_1545,20827
2017-06-03_1600,20827
2017-06-03_1615,21587
2017-06-03_1630,21587
2017-06-03_1645,21587
2017-06-03_1701,21587
2017-06-03_1715,21584
2017-06-03_1730,21584
2017-06-03_1745,21584
2017-06-03_1800,21584
2017-06-03_1815,21584
2017-06-03_1830,21584
2017-06-03_1845,21584
2017-06-03_1900,20864
2017-06-03_1915,20867
2017-06-03_1930,20867
2017-06-03_1945,20867
2017-06-03_2000,20867
2017-06-03_2015,20867
2017-06-03_2030,20867
2017-06-03_2045,20867
2017-06-03_2100,20864
2017-06-03_2115,20860
2017-06-03_2130,20860
2017-06-03_2145,20860
2017-06-03_2200,20860
2017-06-03_2215,20860
2017-06-03_2230,20860
2017-06-03_2245,20860
2017-06-03_2300,20860
2017-06-03_2315,20852
2017-06-03_2330,20852
2017-06-03_2345,20852
2017-06-04_0000,20852
2017-06-04_0015,20852
2017-06-04_0030,20852
2017-06-04_0045,20852
2017-06-04_0100,20852
2017-06-04_0115,20853
2017-06-04_0130,20853
2017-06-04_0145,20853
2017-06-04_0200,20853
2017-06-04_0215,20853
2017-06-04_0230,20853
2017-06-04_0245,20853
2017-06-04_0300,20853
2017-06-04_0315,20848
2017-06-04_0330,20848
2017-06-04_0345,20848
2017-06-04_0400,20848
2017-06-04_0415,20848
2017-06-04_0430,20848
2017-06-04_0445,20848
2017-06-04_0500,20848
2017-06-04_0515,20846
2017-06-04_0530,20846
2017-06-04_0545,20846
2017-06-04_0600,20846
2017-06-04_0615,20846
2017-06-04_0630,20846
2017-06-04_0645,20846
2017-06-04_0700,20846
2017-06-04_0715,20843
2017-06-04_0730,20843
2017-06-04_0745,20843
2017-06-04_0800,20843
2017-06-04_0815,20843
2017-06-04_0830,20843
2017-06-04_0845,20843
2017-06-04_0900,20843
2017-06-04_0915,20842
2017-06-04_0930,20842
2017-06-04_0945,20842
2017-06-04_1000,20842
2017-06-04_1015,20842
2017-06-04_1030,20842
2017-06-04_1045,20842
2017-06-04_1100,20842
2017-06-04_1115,20841
2017-06-04_1130,20841
2017-06-04_1145,20841
2017-06-04_1200,20841
2017-06-04_1215,20841
2017-06-04_1230,20841
2017-06-04_1245,20841
2017-06-04_1300,20841
2017-06-04_1315,20834
2017-06-04_1330,20834
2017-06-04_1345,20834
2017-06-04_1400,20834
2017-06-04_1415,20834
2017-06-04_1430,20834
2017-06-04_1445,20834
2017-06-04_1500,20834
2017-06-04_1515,20838
2017-06-04_1530,20838
2017-06-04_1545,20838
2017-06-04_1600,21529
2017-06-04_1615,21529
2017-06-04_1630,21529
2017-06-04_1645,21529
2017-06-04_1700,21529
2017-06-04_1715,21529
2017-06-04_1730,21529
2017-06-04_1745,21529
2017-06-04_1800,21529
2017-06-04_1815,21529
2017-06-04_1830,21529
2017-06-04_1845,21529
2017-06-04_1900,20834
2017-06-04_1915,20833
2017-06-04_1930,20833
2017-06-04_1945,20833
2017-06-04_2000,20833
2017-06-04_2015,20833
2017-06-04_2030,20833
2017-06-04_2045,20833
2017-06-04_2100,20833
2017-06-04_2115,20830
2017-06-04_2130,20830
2017-06-04_2145,20830
2017-06-04_2200,20830
2017-06-04_2215,20830
2017-06-04_2230,20830
2017-06-04_2245,20830
2017-06-04_2300,20830
2017-06-04_2315,20833
2017-06-04_2330,20833
2017-06-04_2345,20833
2017-06-05_0000,20829
2017-06-05_0015,20829
2017-06-05_0030,20829
2017-06-05_0045,20829
2017-06-05_0100,20829
2017-06-05_0115,20831
2017-06-05_0130,20831
2017-06-05_0145,20831
2017-06-05_0200,20831
2017-06-05_0215,20831
2017-06-05_0230,20831
2017-06-05_0245,20831
2017-06-05_0300,20831
2017-06-05_0315,20833
2017-06-05_0330,20833
2017-06-05_0345,20833
2017-06-05_0400,20833
2017-06-05_0415,20833
2017-06-05_0430,20833
2017-06-05_0445,20833
2017-06-05_0500,20833
2017-06-05_0515,20827
2017-06-05_0530,20827
2017-06-05_0545,20827
2017-06-05_0600,20827
2017-06-05_0615,20827
2017-06-05_0630,20827
2017-06-05_0645,20827
2017-06-05_0700,20827
2017-06-05_0715,20825
2017-06-05_0730,20825
2017-06-05_0745,20825
2017-06-05_0800,20825
2017-06-05_0815,20825
2017-06-05_0830,20825
2017-06-05_0845,20825
2017-06-05_0900,20825
2017-06-05_0915,20819
2017-06-05_0930,20819
2017-06-05_0945,20819
2017-06-05_1000,20819
2017-06-05_1015,20819
2017-06-05_1030,20819
2017-06-05_1045,20819
2017-06-05_1100,20819
2017-06-05_1115,20824
2017-06-05_1130,20824
2017-06-05_1145,20824
2017-06-05_1200,20824
2017-06-05_1215,20824
2017-06-05_1230,20824
2017-06-05_1245,20824
2017-06-05_1300,20824
2017-06-05_1315,20823
2017-06-05_1330,20823
2017-06-05_1345,20823
2017-06-05_1400,20823
2017-06-05_1415,20823
2017-06-05_1430,20823
2017-06-05_1445,20823
2017-06-05_1500,20823
2017-06-05_1515,20828
2017-06-05_1530,20828
2017-06-05_1545,20828
2017-06-05_1600,21630
2017-06-05_1615,21630
2017-06-05_1630,21630
2017-06-05_1645,21630
2017-06-05_1700,21630
2017-06-05_1715,21627
2017-06-05_1730,21627
2017-06-05_1745,21627
2017-06-05_1800,21627
2017-06-05_1815,21627
2017-06-05_1830,21626
2017-06-05_1845,21626
2017-06-05_1900,21215
2017-06-05_1915,21219
2017-06-05_1930,21219
2017-06-05_1945,21219
2017-06-05_2000,21219
2017-06-05_2015,21218
2017-06-05_2030,21218
2017-06-05_2045,21218
2017-06-05_2100,21218
2017-06-05_2115,21219
2017-06-05_2130,21219
2017-06-05_2145,21219
2017-06-05_2200,21219
2017-06-05_2215,21219
2017-06-05_2230,21219
2017-06-05_2245,21219
2017-06-05_2300,21219
2017-06-05_2315,21216
2017-06-05_2330,21216
2017-06-05_2345,21216
2017-06-06_0000,21216
2017-06-06_0015,21216
2017-06-06_0030,21216
2017-06-06_0045,21216
2017-06-06_0100,21216
2017-06-06_0115,21217
2017-06-06_0130,21217
2017-06-06_0145,21217
2017-06-06_0200,21217
2017-06-06_0215,21216
2017-06-06_0230,21216
2017-06-06_0245,21216
2017-06-06_0300,21216
2017-06-06_0315,21217
2017-06-06_0330,21217
2017-06-06_0345,21217
2017-06-06_0400,21217
2017-06-06_0415,21217
2017-06-06_0430,21217
2017-06-06_0445,21217
2017-06-06_0500,21217
2017-06-06_0515,21214
2017-06-06_0530,21214
2017-06-06_0545,21214
2017-06-06_0600,21214
2017-06-06_0615,21214
2017-06-06_0630,21214
2017-06-06_0645,21214
2017-06-06_0700,21214
2017-06-06_0715,21214
2017-06-06_0730,21214
2017-06-06_0745,21214
2017-06-06_0800,21214
2017-06-06_0815,21214
2017-06-06_0830,21214
2017-06-06_0845,21214
2017-06-06_0900,21214
2017-06-06_0915,21215
2017-06-06_0930,21215
2017-06-06_0945,21215
2017-06-06_1000,21215
2017-06-06_1015,21215
2017-06-06_1030,21215
2017-06-06_1045,21215
2017-06-06_1100,21215
2017-06-06_1115,21217
2017-06-06_1130,21217
2017-06-06_1145,21217
2017-06-06_1200,21217
2017-06-06_1215,21217
2017-06-06_1230,21217
2017-06-06_1245,21217
2017-06-06_1300,21217
2017-06-06_1315,21219
2017-06-06_1330,21219
2017-06-06_1345,21219
2017-06-06_1400,21219
2017-06-06_1415,21219
2017-06-06_1430,21219
2017-06-06_1445,21219
2017-06-06_1500,21219
2017-06-06_1515,21217
2017-06-06_1530,21217
2017-06-06_1545,21217
2017-06-06_1600,21217
2017-06-06_1615,21217
2017-06-06_1630,21217
2017-06-06_1645,21933
2017-06-06_1700,21933
2017-06-06_1715,21937
2017-06-06_1730,21937
2017-06-06_1745,21937
2017-06-06_1800,21937
2017-06-06_1815,21369
2017-06-06_1830,21369
2017-06-06_1845,21369
2017-06-06_1901,21369
2017-06-06_1915,21373
2017-06-06_1930,21373
2017-06-06_1945,21373
2017-06-06_2000,21373
2017-06-06_2015,21373
2017-06-06_2030,21373
2017-06-06_2045,21373
2017-06-06_2100,21373
2017-06-06_2115,21375
2017-06-06_2130,21375
2017-06-06_2145,21375
2017-06-06_2200,21375
2017-06-06_2215,21375
2017-06-06_2230,21375
2017-06-06_2245,21375
2017-06-06_2301,21375
2017-06-06_2315,21376
2017-06-06_2330,21376
2017-06-06_2345,21376
2017-06-07_0000,21376
2017-06-07_0015,21368
2017-06-07_0030,21368
2017-06-07_0045,21368
2017-06-07_0100,21368
2017-06-07_0115,21367
2017-06-07_0130,21367
2017-06-07_0145,21367
2017-06-07_0200,21367
2017-06-07_0215,21367
2017-06-07_0230,21367
2017-06-07_0245,21367
2017-06-07_0300,21367
2017-06-07_0315,21365
2017-06-07_0330,21365
2017-06-07_0345,21365
2017-06-07_0400,21365
2017-06-07_0415,21365
2017-06-07_0430,21365
2017-06-07_0445,21365
2017-06-07_0500,21365
2017-06-07_0515,21362
2017-06-07_0530,21362
2017-06-07_0545,21362
2017-06-07_0600,21362
2017-06-07_0615,21362
2017-06-07_0630,21362
2017-06-07_0645,21362
2017-06-07_0700,21362
2017-06-07_0715,21367
2017-06-07_0730,21367
2017-06-07_0745,21367
2017-06-07_0800,21366
2017-06-07_0815,21366
2017-06-07_0830,21366
2017-06-07_0845,21366
2017-06-07_0900,21366
2017-06-07_0915,21366
2017-06-07_0930,21367
2017-06-07_0945,21367
2017-06-07_1000,21367
2017-06-07_1015,21367
2017-06-07_1030,21367
2017-06-07_1045,21367
2017-06-07_1100,21367
2017-06-07_1115,21369
2017-06-07_1130,21369
2017-06-07_1145,21369
2017-06-07_1200,21369
2017-06-07_1215,21369
2017-06-07_1230,21369
2017-06-07_1245,21369
2017-06-07_1300,21369
2017-06-07_1315,21369
2017-06-07_1330,21369
2017-06-07_1345,21369
2017-06-07_1400,21369
2017-06-07_1415,21369
2017-06-07_1430,21369
2017-06-07_1445,21369
2017-06-07_1500,21369
2017-06-07_1515,21366
2017-06-07_1530,21366
2017-06-07_1545,21366
2017-06-07_1600,21366
2017-06-07_1615,21366
2017-06-07_1630,21366
2017-06-07_1645,21366
2017-06-07_1700,21920
2017-06-07_1715,21916
2017-06-07_1730,21654
2017-06-07_1745,21274
2017-06-07_1800,21274
2017-06-07_1815,21274
2017-06-07_1830,21274
2017-06-07_1845,21274
2017-06-07_1900,21274
2017-06-07_1915,21295
2017-06-07_1930,21295
2017-06-07_1945,21295
2017-06-07_2000,21295
2017-06-07_2015,21295
2017-06-07_2030,21295
2017-06-07_2045,21295
2017-06-07_2100,21295
2017-06-07_2115,21296
2017-06-07_2130,21296
2017-06-07_2145,21296
2017-06-07_2200,21296
2017-06-07_2215,21296
2017-06-07_2230,21298
2017-06-07_2245,21298
2017-06-07_2301,21298
2017-06-07_2315,21293
2017-06-07_2330,21293
2017-06-07_2345,21293
2017-06-08_0000,21293
2017-06-08_0015,21293
2017-06-08_0030,21293
2017-06-08_0045,21293
2017-06-08_0100,21293
2017-06-08_0115,21298
2017-06-08_0130,21298
2017-06-08_0145,21298
2017-06-08_0200,21298
2017-06-08_0215,21298
2017-06-08_0230,21298
2017-06-08_0245,21298
2017-06-08_0300,21298
2017-06-08_0315,21298
2017-06-08_0330,21298
2017-06-08_0345,21298
2017-06-08_0400,21298
2017-06-08_0415,21298
2017-06-08_0430,21298
2017-06-08_0445,21298
2017-06-08_0500,21298
2017-06-08_0515,21295
2017-06-08_0530,21295
2017-06-08_0545,21295
2017-06-08_0600,21295
2017-06-08_0615,21295
2017-06-08_0630,21295
2017-06-08_0645,21295
2017-06-08_0700,21295
2017-06-08_0715,21295
2017-06-08_0730,21295
2017-06-08_0745,21295
2017-06-08_0800,21295
2017-06-08_0815,21295
2017-06-08_0830,21295
2017-06-08_0845,21295
2017-06-08_0900,21295
2017-06-08_0915,21293
2017-06-08_0930,21293
2017-06-08_0945,21293
2017-06-08_1000,21293
2017-06-08_1015,21293
2017-06-08_1030,21293
2017-06-08_1045,21293
2017-06-08_1100,21293
2017-06-08_1115,21295
2017-06-08_1130,21295
2017-06-08_1145,21295
2017-06-08_1200,21295
2017-06-08_1215,21295
2017-06-08_1230,21295
2017-06-08_1245,21295
2017-06-08_1300,21295
2017-06-08_1315,21296
2017-06-08_1330,21296
2017-06-08_1345,21296
2017-06-08_1400,21296
2017-06-08_1415,21296
2017-06-08_1430,21296
2017-06-08_1445,21296
2017-06-08_1500,21296
2017-06-08_1515,21294
2017-06-08_1530,21294
2017-06-08_1545,21294
2017-06-08_1601,21294
2017-06-08_1615,21294
2017-06-08_1630,21294
2017-06-08_1645,21294
2017-06-08_1700,21294
2017-06-08_1715,21295
2017-06-08_1730,21295
2017-06-08_1745,21295
2017-06-08_1800,21295
2017-06-08_1815,21295
2017-06-08_1830,21295
2017-06-08_1845,21295
2017-06-08_1900,21295
2017-06-08_1915,21285
2017-06-08_1930,21285
2017-06-08_1945,21285
2017-06-08_2000,21285
2017-06-08_2015,21285
2017-06-08_2030,21285
2017-06-08_2045,21285
2017-06-08_2100,21285
2017-06-08_2115,21286
2017-06-08_2130,21286
2017-06-08_2145,21286
2017-06-08_2200,21286
2017-06-08_2215,21286
2017-06-08_2230,21286
2017-06-08_2245,21286
2017-06-08_2300,21286
2017-06-08_2315,21283
2017-06-08_2330,21283
2017-06-08_2345,21283
2017-06-09_0000,21283
2017-06-09_0015,21283
2017-06-09_0030,21283
2017-06-09_0045,21283
2017-06-09_0100,21283
2017-06-09_0115,21281
2017-06-09_0130,21281
2017-06-09_0145,21281
2017-06-09_0200,21281
2017-06-09_0215,21281
2017-06-09_0230,21281
2017-06-09_0245,21281
2017-06-09_0300,21281
2017-06-09_0315,21281
2017-06-09_0330,21281
2017-06-09_0345,21281
2017-06-09_0400,21281
2017-06-09_0415,21281
2017-06-09_0430,21281
2017-06-09_0445,21281
2017-06-09_0500,21281
2017-06-09_0530,21281
2017-06-09_0545,21281
2017-06-09_0600,21281
2017-06-09_0615,20911
2017-06-09_0630,20911
2017-06-09_0645,20911
2017-06-09_0700,20911
2017-06-09_0715,20909
2017-06-09_0730,20909
2017-06-09_0745,20909
2017-06-09_0800,20909
2017-06-09_0815,20909
2017-06-09_0830,20909
2017-06-09_0845,20909
2017-06-09_0900,20909
2017-06-09_0915,20912
2017-06-09_0930,20912
2017-06-09_0945,20912
2017-06-09_1000,20912
2017-06-09_1015,20912
2017-06-09_1030,20912
2017-06-09_1045,20912
2017-06-09_1100,20912
2017-06-09_1115,20916
2017-06-09_1130,20916
2017-06-09_1145,20916
2017-06-09_1200,20916
2017-06-09_1215,20916
2017-06-09_1230,20916
2017-06-09_1245,20916
2017-06-09_1300,20916
2017-06-09_1315,20918
2017-06-09_1330,20918
2017-06-09_1345,20918
2017-06-09_1400,20918
2017-06-09_1415,20918
2017-06-09_1430,20918
2017-06-09_1445,20918
2017-06-09_1500,20918
2017-06-09_1515,20925
2017-06-09_1530,20925
2017-06-09_1545,20925
2017-06-09_1600,20925
2017-06-09_1615,20926
2017-06-09_1630,20926
2017-06-09_1645,20926
2017-06-09_1700,20205
2017-06-09_1715,20207
2017-06-09_1730,20207
2017-06-09_1745,20207
2017-06-09_1800,20207
2017-06-09_1815,20207
2017-06-09_1830,20207
2017-06-09_1845,20207
2017-06-09_1900,20207
2017-06-09_1915,20207
2017-06-09_1930,20207
2017-06-09_1945,20207
2017-06-09_2000,20207
2017-06-09_2015,20207
2017-06-09_2030,20207
2017-06-09_2045,20207
2017-06-09_2100,20207
2017-06-09_2115,20207
2017-06-09_2130,20207
2017-06-09_2145,20207
2017-06-09_2200,20207
2017-06-09_2215,20207
2017-06-09_2230,20207
2017-06-09_2245,20207
2017-06-09_2300,20207
2017-06-09_2315,20204
2017-06-09_2330,20204
2017-06-09_2345,20204
2017-06-10_0000,20204
2017-06-10_0015,20204
2017-06-10_0030,20204
2017-06-10_0045,20204
2017-06-10_0100,20204
2017-06-10_0115,20205
2017-06-10_0130,20205
2017-06-10_0145,20205
2017-06-10_0200,20205
2017-06-10_0215,20205
2017-06-10_0230,20205
2017-06-10_0245,20205
2017-06-10_0300,20205
2017-06-10_0315,20205
2017-06-10_0330,20205
2017-06-10_0345,20205
2017-06-10_0400,20205
2017-06-10_0415,20205
2017-06-10_0430,20205
2017-06-10_0445,20205
2017-06-10_0515,20204
2017-06-10_0530,20204
2017-06-10_0545,20204
2017-06-10_0600,20204
2017-06-10_0615,20204
2017-06-10_0630,20204
2017-06-10_0645,20204
2017-06-10_0700,20204
2017-06-10_0715,20201
2017-06-10_0730,20201
2017-06-10_0745,20201
2017-06-10_0800,20201
